資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長さ	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考
20-045-01	保延本法華経単字	774	774	鼻	鼻	鼻	鼻			1	1	〔朱〕平濁	平濁							1624	「毘」字反切上字
20-045-01	保延本法華経単字	775	775	之	之	之	之			1	1	〔朱〕去	去							1624	「毘」字反切下字
20-045-01	保延本法華経単字	776	776	質	質	質	質			1	1	入	入	シチ	シチ	此[平]逸[入]_				1631	
20-045-01	保延本法華経単字	777	777	此	此	此	此			1	1	〔朱〕平	平							1631	「質」字反切上字
20-045-01	保延本法華経単字	778	778	逸	逸	逸	逸			1	1	〔朱〕入	入							1631	「質」字反切下字
20-045-01	保延本法華経単字	779	779	威	威	威	威			1	1	上	上	ヰ	ヰ	王[去]豈[去]_				1632	
20-045-01	保延本法華経単字	780	780	王	王	王	王			1	1	〔朱〕去	去							1632	「威」字反切上字
20-045-01	保延本法華経単字	781	781	豈	豈	豈	豈			1	1	〔朱〕去	去							1632	「威」字反切下字
20-045-01	保延本法華経単字	782	782	意	意	意	意			1	1	平	平			阿[去]記[平]_・已[平]○				1633	
20-045-01	保延本法華経単字	783	783	阿	阿	阿	阿			1	1	〔朱〕去	去							1633	「意」字反切上字
20-045-01	保延本法華経単字	784	784	記	記	記	記			1	1	〔朱〕平	平							1633	「意」字反切下字
20-045-01	保延本法華経単字	785	785	已	已	已	已			1	1	〔朱〕平	平							1633	「意」字反切上字
20-045-01	保延本法華経単字	786	786	韋	韋	韋	韋			1	1	去	去	ヰ	ヰ	王[去]豈[去]_				1634	
20-045-01	保延本法華経単字	787	787	王	王	王	王			1	1	〔朱〕去	去							1634	「韋」字反切上字
20-045-01	保延本法華経単字	788	788	豈	豈	豈	豈			1	1	〔朱〕去	去							1634	「韋」字反切下字
20-045-01	保延本法華経単字	789	789	希	希	希	希			1	1	上	上	ケ	ケ	古[平]依[上]_・去[平]○				1711	
20-045-01	保延本法華経単字	790	790	古	古	古	古			1	1	〔朱〕平	平							1711	「希」字反切上字
20-045-01	保延本法華経単字	791	791	依	依	依	依			1	1	〔朱〕上	上							1711	「希」字反切下字
20-045-01	保延本法華経単字	792	792	去	去	去	去			1	1	〔朱〕平	平							1711	「希」字反切上字
20-045-01	保延本法華経単字	793	793	禮	礼	禮	礼			1	1	平	平			羅[去]界[平]_				1712	
20-045-01	保延本法華経単字	794	794	羅	羅	羅	羅			1	1	〔朱〕去	去							1712	「禮」字反切上字
20-045-01	保延本法華経単字	795	795	界	界	界	界			1	1	〔朱〕平	平							1712	「禮」字反切下字
20-045-01	保延本法華経単字	796	796	足	足	足	足			1	1	入	入	ソク	ソク	此[平]得[入]_・者[平]付[平]_				1713	反切「付」に対する朱声点虫損。
20-045-01	保延本法華経単字	797	797	此	此	此	此			1	1	〔朱〕平	平							1713	「足」字反切上字
20-045-01	保延本法華経単字	798	798	得	得	得	得			1	1	〔朱〕入	入							1713	「足」字反切下字
20-045-01	保延本法華経単字	799	799	付	付	付	付			1	1	〔朱〕平	平							1713	「足」字反切下字。声点虫損
20-045-01	保延本法華経単字	800	800	者	者	者	者			1	1	〔朱〕平	平							1713	「足」字反切上字
20-045-01	保延本法華経単字	801	801	坐	坐	坐	坐			1	1	平	平	サ	サ	増[去濁]堕[平濁]_				1714	
20-045-01	保延本法華経単字	802	802	増	増	増	増			1	1	〔朱〕去濁	去濁							1714	「坐」字反切上字
20-045-01	保延本法華経単字	803	803	墮	堕	墮	堕			1	1	〔朱〕平濁	平濁							1714	「坐」字反切下字
20-045-01	保延本法華経単字	804	804	面	面	面	面			1	1	平	平	メム	メム	滅[入]善[平濁]_				1721	
20-045-01	保延本法華経単字	805	805	滅	滅	滅	滅			1	1	〔朱〕入	入							1721	「面」字反切上字
20-045-01	保延本法華経単字	806	806	善	善	善	善			1	1	〔朱〕平濁	平濁							1721	「面」字反切下字
20-045-01	保延本法華経単字	807	807	尊	尊	尊	尊			1	1			ソン	ソン	作[平]根[去]_				1722	
20-045-01	保延本法華経単字	808	808	作	作	作	作			1	1	〔朱〕平	平							1722	「尊」字反切上字
20-045-01	保延本法華経単字	809	809	根	根	根	根			1	1	〔朱〕去	去							1722	「尊」字反切下字
20-045-01	保延本法華経単字	810	810	圍	圍	圍	圍			1	1	去	去	ヰ	ヰ	王[去]豈[去]_				1723	
20-045-01	保延本法華経単字	811	811	王	王	王	王			1	1	〔朱〕去	去							1723	「圍」字反切上字
20-045-01	保延本法華経単字	812	812	豈	豈	豈	豈			1	1	〔朱〕去	去							1723	「圍」字反切下字
20-045-01	保延本法華経単字	813	813	遶	遶	遶	遶			1	1	平	平	ネウ	ネウ	乃[去]少[平]_				1724	
20-045-01	保延本法華経単字	814	814	乃	乃	乃	乃			1	1	〔朱〕去	去							1724	「遶」字反切上字
20-045-01	保延本法華経単字	815	815	少	少	少	少			1	1	〔朱〕平	平							1724	「遶」字反切下字
20-045-01	保延本法華経単字	816	816	恭	恭	恭	恭			1	1	上	上	クウ	クウ	供[平]風[去]_				1731	
20-045-01	保延本法華経単字	817	817	供	供	供	供			1	1	〔朱〕平	平							1731	「恭」字反切上字
20-045-01	保延本法華経単字	818	818	風	風	風	風			1	1	〔朱〕去	去							1731	「恭」字反切下字
20-045-01	保延本法華経単字	819	819	敬	敬	敬	敬			1	1	平	平	キヤウ	キヤウ	古[平]量[平]_・居[去][平]○				1732	
20-045-01	保延本法華経単字	820	820	古	古	古	古			1	1	〔朱〕平	平							1732	「敬」字反切上字
20-045-01	保延本法華経単字	821	821	量	量	量	量			1	1	〔朱〕平	平							1732	「敬」字反切下字
20-045-01	保延本法華経単字	822	822	居	居	居	居			1	1	〔朱〕去・〔朱〕平	去・平							1732	「敬」字反切下字
20-045-01	保延本法華経単字	823	823	重	重	重	重			1	1	平	平	チウ	チウ	持[去濁]龍[平]_				1733	
20-045-01	保延本法華経単字	824	824	持	持	持	持			1	1	〔朱〕去濁	去濁							1733	「重」字反切上字
20-045-01	保延本法華経単字	825	825	龍	龍	龍	龍			1	1	〔朱〕平	平							1733	「重」字反切下字
20-045-01	保延本法華経単字	826	826	讃	讃	讃	讃			1	1	平	平	サン	サン	作[平]短[平]_				1734	
20-045-01	保延本法華経単字	827	827	作	作	作	作			1	1	〔朱〕平	平							1734	「讃」字反切上字
20-045-01	保延本法華経単字	828	828	短	短	短	短			1	1	〔朱〕平	平							1734	「讃」字反切下字
20-045-01	保延本法華経単字	829	829	乘	乗	乘	乗			1	1	去	去	シヨウ	シヨウ	食[入濁]陵[去]_				1741	
20-045-01	保延本法華経単字	830	830	食	食	食	食			1	1	〔朱〕入濁	入濁							1741	「乘」字反切上字
20-045-01	保延本法華経単字	831	831	陵	陵	陵	陵			1	1	〔朱〕去	去							1741	「乘」字反切下字
20-045-01	保延本法華経単字	832	832	義	義	義	義			1	1	平	平	キ	キ	我[平濁]此[平]_・宜[去濁]○				1742	
20-045-01	保延本法華経単字	833	833	我	我	我	我			1	1	〔朱〕平濁	平濁							1742	「義」字反切上字
20-045-01	保延本法華経単字	834	834	此	此	此	此			1	1	〔朱〕平	平							1742	「義」字反切下字
20-045-01	保延本法華経単字	835	835	宜	宜	宜	宜			1	1	〔朱〕去濁	去濁							1742	「義」字反切上字
20-045-01	保延本法華経単字	836	836	教	教	教	教			1	1	平	平	ケウ	ケウ	古[平]詔[平]_・去[平]○				1743	
20-045-01	保延本法華経単字	837	837	古	古	古	古			1	1	〔朱〕平	平							1743	「教」字反切上字
20-045-01	保延本法華経単字	838	838	詔	詔	詔	詔			1	1	〔朱〕平	平							1743	「教」字反切下字
20-045-01	保延本法華経単字	839	839	去	去	去	去			1	1	〔朱〕平	平							1743	「教」字反切上字
20-045-01	保延本法華経単字	840	840	護	護	護	護			1	1	平	平	コ	コ	我[平濁]覩[平]_				1744	
20-045-01	保延本法華経単字	841	841	我	我	我	我			1	1	〔朱〕平濁	平濁							1744	「護」字反切上字
20-045-01	保延本法華経単字	842	842	覩	覩	覩	覩			1	1	〔朱〕平	平							1744	「護」字反切下字
20-045-01	保延本法華経単字	843	843	念	念	念	念			1	1			ネ	ネ	女[平]膽[平]_				1811	
20-045-01	保延本法華経単字	844	844	女	女	女	女			1	1	〔朱〕平	平							1811	「念」字反切上字
20-045-01	保延本法華経単字	845	845	膽	膽	膽	膽			1	1	〔朱〕平	平							1811	「念」字反切下字
20-045-01	保延本法華経単字	846	846	此	此	此	此			1	1	平	平	シ	シ	至[平]記[平]_				1812	
20-045-01	保延本法華経単字	847	847	至	至	至	至			1	1	〔朱〕平	平							1812	「此」字反切上字
20-045-01	保延本法華経単字	848	848	記	記	記	記			1	1	〔朱〕平	平							1812	「此」字反切下字
20-045-01	保延本法華経単字	849	849	跏	跏	跏	跏			1	1	上	上	カ	カ	古[平]那[上]_・去[平]○				1813	
20-045-01	保延本法華経単字	850	850	古	古	古	古			1	1	〔朱〕平	平							1813	「跏」字反切上字
20-045-01	保延本法華経単字	851	851	那	那	那	那			1	1	〔朱〕上	上							1813	「跏」字反切下字
20-045-01	保延本法華経単字	852	852	去	去	去	去			1	1	〔朱〕平	平							1813	「跏」字反切上字
20-045-01	保延本法華経単字	853	853	趺	趺	趺	趺			1	1	平	平	フ	フ	方[去]雨[上]_				1814	
20-045-01	保延本法華経単字	854	854	方	方	方	方			1	1	〔朱〕去	去							1814	「趺」字反切上字
20-045-01	保延本法華経単字	855	855	雨	雨	雨	雨			1	1	〔朱〕上	上							1814	「趺」字反切下字
20-045-01	保延本法華経単字	856	856	處	處	處	處			1	1			シヨ	シヨ	者[平]與[平]_・○与[平]				1821	
20-045-01	保延本法華経単字	857	857	者	者	者	者			1	1	〔朱〕平	平							1821	「處」字反切上字
20-045-01	保延本法華経単字	858	858	與	與	與	與			1	1	〔朱〕平	平							1821	「處」字反切下字
20-045-01	保延本法華経単字	859	859	與	与	與	与			1	1	〔朱〕平	平							1821	「處」字反切上字
20-045-01	保延本法華経単字	860	860	昧	昧	昧	昧			1	1			マイ	マイ	无[去]礼[平]_・莫[入]○				1822	
20-045-01	保延本法華経単字	861	861	无	无	无	无			1	1	〔朱〕去	去							1822	「昧」字反切上字
20-045-01	保延本法華経単字	862	862	禮	礼	禮	礼			1	1	〔朱〕平	平							1822	「昧」字反切下字
20-045-01	保延本法華経単字	863	863	莫	莫	莫	莫			1	1	〔朱〕入	入							1822	「昧」字反切上字
20-045-01	保延本法華経単字	864	864	動	動	動	動			1	1	平	平	トウ	トウ	同[去濁]興[平]_				1823	
20-045-01	保延本法華経単字	865	865	同	同	同	同			1	1	〔朱〕去濁	去濁							1823	「動」字反切上字
20-045-01	保延本法華経単字	866	866	興	興	興	興			1	1	〔朱〕平	平							1823	「動」字反切下字
20-045-01	保延本法華経単字	867	867	雨	雨	雨	雨			1	1	上	上	ウ	ウ	有[平]倶[上]_				1824	
20-045-01	保延本法華経単字	868	868	有	有	有	有			1	1	〔朱〕平	平							1824	「雨」字反切上字
20-045-01	保延本法華経単字	869	869	倶	倶	倶	倶			1	1	〔朱〕上	上							1824	「雨」字反切下字
20-045-01	保延本法華経単字	870	870	曼	曼	曼	曼			1	1	去	去	マム	マム	无[去]般[去]_・無[去]槃[去]				1831	
20-045-01	保延本法華経単字	871	871	无	无	无	无			1	1	〔朱〕去	去							1831	「曼」字反切上字
20-045-01	保延本法華経単字	872	872	般	般	般	般			1	1	〔朱〕去	去							1831	「曼」字反切下字
20-045-01	保延本法華経単字	873	873	無	無	無	無			1	1	〔朱〕去	去							1831	「曼」字反切上字
20-045-01	保延本法華経単字	874	874	槃	槃	槃	槃			1	1	〔朱〕去	去							1831	「曼」字反切下字
20-045-01	保延本法華経単字	875	875	沙	沙	沙	沙			1	1	平	平	シヤ	シヤ	七[入]車[平]_				1832	
20-045-01	保延本法華経単字	876	876	七	七	七	七			1	1	〔朱〕入	入							1832	「沙」字反切上字
20-045-01	保延本法華経単字	877	877	車	車	車	車			1	1	〔朱〕平	平							1832	「沙」字反切下字
20-045-01	保延本法華経単字	878	878	而	而	而	而			1	1			ニ	ニ	如[去]之[去]_				1833	
20-045-01	保延本法華経単字	879	879	如	如	如	如			1	1	〔朱〕去	去							1833	「而」字反切上字
20-045-01	保延本法華経単字	880	880	之	之	之	之			1	1	〔朱〕去	去							1833	「而」字反切下字
20-045-01	保延本法華経単字	881	881	散	散	散	散			1	1	平	平	サン	サン	山[去]短[平]_・千[去]○				1834	
20-045-01	保延本法華経単字	882	882	山	山	山	山			1	1	〔朱〕去	去							1834	「散」字反切上字
20-045-01	保延本法華経単字	883	883	短	短	短	短			1	1	〔朱〕平	平							1834	「散」字反切下字
20-045-01	保延本法華経単字	884	884	千	千	千	千			1	1	〔朱〕去	去							1834	「散」字反切上字
20-045-01	保延本法華経単字	885	885	上	上	上	上			1	1	平	平			自[平濁]量[平]_・時[去濁]○				1911	
20-045-01	保延本法華経単字	886	886	自	自	自	自			1	1	〔朱〕平濁	平濁							1911	「上」字反切上字
20-045-01	保延本法華経単字	887	887	量	量	量	量			1	1	〔朱〕平	平							1911	「上」字反切下字
20-045-01	保延本法華経単字	888	888	時	時	時	時			1	1	〔朱〕去濁	去濁							1911	「上」字反切上字
20-045-01	保延本法華経単字	889	889	及	及	及	及			1	1	入	入			其[去濁]立[入]_				1912	
20-045-01	保延本法華経単字	890	890	其	其	其	其			1	1	〔朱〕去濁	去濁							1912	「及」字反切上字
20-045-01	保延本法華経単字	891	891	立	立	立	立			1	1	〔朱〕入	入							1912	「及」字反切下字
20-045-01	保延本法華経単字	892	892	種	種	種	種			1	1	平	平	シユウ	シユウ	者[平]諷[平]_				1913	
20-045-01	保延本法華経単字	893	893	者	者	者	者			1	1	〔朱〕平	平							1913	「種」字反切上字
20-045-01	保延本法華経単字	894	894	諷	諷	諷	諷			1	1	〔朱〕平	平							1913	「種」字反切下字
20-045-01	保延本法華経単字	895	895	震	震	震	震			1	1	平	平	シム	シム	此[平]忍[平]_				1914	
20-045-01	保延本法華経単字	896	896	此	此	此	此			1	1	〔朱〕平	平							1914	「震」字反切上字
20-045-01	保延本法華経単字	897	897	忍	忍	忍	忍			1	1	〔朱〕平	平							1914	「震」字反切下字
20-045-01	保延本法華経単字	898	898	會	會	會	會			1	1	平	平	エ	エ	王[去]下[平濁]_				1921	
20-045-01	保延本法華経単字	899	899	王	王	王	王			1	1	〔朱〕去	去							1921	「會」字反切上字
20-045-01	保延本法華経単字	900	900	下	下	下	下			1	1	〔朱〕平濁	平濁							1921	「會」字反切下字
20-045-01	保延本法華経単字	901	901	塞	塞	塞	塞			1	1	入	入	ソク	ソク	此[平]得[入]_・素[去]火[平]_				1922	
20-045-01	保延本法華経単字	902	902	此	此	此	此			1	1	〔朱〕平	平							1922	「塞」字反切上字
20-045-01	保延本法華経単字	903	903	得	得	得	得			1	1	〔朱〕入	入							1922	「塞」字反切下字
20-045-01	保延本法華経単字	904	904	素	素	素	素			1	1	〔朱〕去	去							1922	「塞」字反切上字
20-045-01	保延本法華経単字	905	905	火	火	火	火			1	1	〔朱〕平	平							1922	「塞」字反切下字
20-045-01	保延本法華経単字	906	906	夷	夷	夷	夷			1	1	上	上	イ	イ	与[平]之[去]_				1923	
20-045-01	保延本法華経単字	907	907	與	与	與	与			1	1	〔朱〕平	平							1923	「夷」字反切上字
20-045-01	保延本法華経単字	908	908	之	之	之	之			1	1	〔朱〕去	去							1923	「夷」字反切下字
20-045-01	保延本法華経単字	909	909	夜	夜	夜	夜			1	1	平	平	ヤ	ヤ	伊[去]者[平]_				1924	
20-045-01	保延本法華経単字	910	910	伊	伊	伊	伊			1	1	〔朱〕去	去							1924	「夜」字反切上字
20-045-01	保延本法華経単字	911	911	者	者	者	者			1	1	〔朱〕平	平							1924	「夜」字反切下字
20-045-01	保延本法華経単字	912	912	非	非	非	非			1	1	去	去	ヒ	ヒ	方[去]離[上]_				1931	
20-045-01	保延本法華経単字	913	913	方	方	方	方			1	1	〔朱〕去	去							1931	「非」字反切上字
20-045-01	保延本法華経単字	914	914	離	離	離	離			1	1	〔朱〕上	上							1931	「非」字反切下字
20-045-01	保延本法華経単字	915	915	小	小	小	小			1	1	平	平			作[平]了[平]_・消[去]○				1932	
20-045-01	保延本法華経単字	916	916	作	作	作	作			1	1	〔朱〕平	平							1932	「小」字反切上字
20-045-01	保延本法華経単字	917	917	了	了	了	了			1	1	〔朱〕平	平							1932	「小」字反切下字
20-045-01	保延本法華経単字	918	918	消	消	消	消			1	1	〔朱〕去	去							1932	「小」字反切上字
20-045-01	保延本法華経単字	919	919	聖	聖	聖	聖			1	1	平	平	シヤウ	シヤウ	此[平]量[平]_				1933	反切「此」字に対する朱平声点虫損
20-045-01	保延本法華経単字	920	920	此	此	此	此			1	1	〔朱〕平	平							1933	「聖」字反切上字。声点虫損
20-045-01	保延本法華経単字	921	921	量	量	量	量			1	1	〔朱〕平	平							1933	「聖」字反切下字
20-045-01	保延本法華経単字	922	922	未	未	未	未			1	1	平	平	ミ	ミ	无[去]謂[平]_				1934	
20-045-01	保延本法華経単字	923	923	无	无	无	无			1	1	〔朱〕去	去							1934	「未」字反切上字
20-045-01	保延本法華経単字	924	924	謂	謂	謂	謂			1	1	〔朱〕平	平							1934	「未」字反切下字
20-045-01	保延本法華経単字	925	925	曾	曽	曾	曽			1	1	去	去	ソウ	ソウ	坐[平濁]東[去]_・座[平濁]○				1941	
20-045-01	保延本法華経単字	926	926	坐	坐	坐	坐			1	1	〔朱〕平濁	平濁							1941	「曾」字反切上字
20-045-01	保延本法華経単字	927	927	東	東	東	東			1	1	〔朱〕去	去							1941	「曾」字反切下字
20-045-01	保延本法華経単字	928	928	座	座	座	座			1	1	〔朱〕平濁	平濁							1941	「曾」字反切上字
20-045-01	保延本法華経単字	929	929	歡	歡	歡	歡			1	1	去	去	クワン	クワン	果[平]舟[去]_				1942	
20-045-01	保延本法華経単字	930	930	果	果	果	果			1	1	〔朱〕平	平							1942	「歡」字反切上字
20-045-01	保延本法華経単字	931	931	舟	舟	舟	舟			1	1	〔朱〕去	去							1942	「歡」字反切下字
20-045-01	保延本法華経単字	932	932	喜	喜	喜	喜			1	1	平	平	キ	キ	古[平]二[平]・去[平]○				1943	
20-045-01	保延本法華経単字	933	933	古	古	古	古			1	1	〔朱〕平	平							1943	「喜」字反切上字
20-045-01	保延本法華経単字	934	934	二	二	二	二			1	1	〔朱〕平	平							1943	「喜」字反切下字
20-045-01	保延本法華経単字	935	935	去	去	去	去			1	1	〔朱〕平	平							1943	「喜」字反切上字
20-045-01	保延本法華経単字	936	936	合	合	合	合			1	1	入	入	カウ	カウ	何[去濁]答[入]_				1944	
20-045-01	保延本法華経単字	937	937	何	何	何	何			1	1	〔朱〕去濁	去濁							1944	「合」字反切上字
20-045-01	保延本法華経単字	938	938	答	答	答	答			1	1	〔朱〕入	入							1944	「合」字反切下字
20-045-01	保延本法華経単字	939	939	放	放	放	放			1	1	平	平			普[平]講[平]				2011	
20-045-01	保延本法華経単字	940	940	普	普	普	普			1	1	〔朱〕平	平							2011	「放」字反切上字
20-045-01	保延本法華経単字	941	941	講	講	講	講			1	1	〔朱〕平	平							2011	「放」字反切下字
20-045-01	保延本法華経単字	942	942	眉	眉	眉	眉			1	1	去	去	ミ	ミ	无[去]悲[去]_・蜜[入]○				2012	
20-045-01	保延本法華経単字	943	943	无	无	无	无			1	1	〔朱〕去	去							2012	「眉」字反切上字
20-045-01	保延本法華経単字	944	944	悲	悲	悲	悲			1	1	〔朱〕去	去							2012	「眉」字反切下字
20-045-01	保延本法華経単字	945	945	蜜	蜜	蜜	蜜			1	1	〔朱〕入	入							2012	「眉」字反切上字
20-045-01	保延本法華経単字	946	946	間	間	間	間			1	1	上	上	ケン	ケン	古[平]千[去]・去[平]○				2013	
20-045-01	保延本法華経単字	947	947	古	古	古	古			1	1	〔朱〕平	平							2013	「間」字反切上字
20-045-01	保延本法華経単字	948	948	千	千	千	千			1	1	〔朱〕去	去							2013	「間」字反切下字
20-045-01	保延本法華経単字	949	949	去	去	去	去			1	1	〔朱〕平	平							2013	「間」字反切上字
20-045-01	保延本法華経単字	950	950	白	白	白	白			1	1	入	入	ヒヤク	ヒヤク	房[去濁]昔[入]				2014	
20-045-01	保延本法華経単字	951	951	房	房	房	房			1	1	〔朱〕去濁	去濁							2014	「白」字反切上字
20-045-01	保延本法華経単字	952	952	昔	昔	昔	昔			1	1	〔朱〕入	入							2014	「白」字反切下字
20-045-01	保延本法華経単字	953	953	毫	毫	毫	毫			1	1	去	去	カウ	カウ	後[平濁]刀[去]				2021	
20-045-01	保延本法華経単字	954	954	後	後	後	後			1	1	〔朱〕平濁	平濁							2021	「毫」字反切上字
20-045-01	保延本法華経単字	955	955	刀	刀	刀	刀			1	1	〔朱〕去	去							2021	「毫」字反切下字
20-045-01	保延本法華経単字	956	956	相	相	相	相			1	1	平	平			山[去]講[平]_・千[去]○				2022	
20-045-01	保延本法華経単字	957	957	山	山	山	山			1	1	〔朱〕去	去							2022	「相」字反切上字
20-045-01	保延本法華経単字	958	958	講	講	講	講			1	1	〔朱〕平	平							2022	「相」字反切下字
20-045-01	保延本法華経単字	959	959	千	千	千	千			1	1	〔朱〕去	去							2022	「相」字反切上字
20-045-01	保延本法華経単字	960	960	照	照	照	照			1	1	去	去	セウ	セウ	之[去]曜[去]				2023	
20-045-01	保延本法華経単字	961	961	之	之	之	之			1	1	〔朱〕去	去							2023	「照」字反切上字
20-045-01	保延本法華経単字	962	962	曜	曜	曜	曜			1	1	〔朱〕去	去							2023	「照」字反切下字
20-045-01	保延本法華経単字	963	963	東	東	東	東			1	1	去	去			得[入]恒[去濁]				2024	
20-045-01	保延本法華経単字	964	964	得	得	得	得			1	1	〔朱〕入	入							2024	「東」字反切上字
20-045-01	保延本法華経単字	965	965	恆	恒	恆	恒			1	1	〔朱〕去濁	去濁							2024	「東」字反切下字
20-045-01	保延本法華経単字	966	966	方	方	方	方			1	1	上	上			放[平]香[去]				2031	
20-045-01	保延本法華経単字	967	967	放	放	放	放			1	1	〔朱〕平	平							2031	「方」字反切上字
20-045-01	保延本法華経単字	968	968	香	香	香	香			1	1	〔朱〕去	去							2031	「方」字反切下字
20-045-01	保延本法華経単字	969	969	靡	靡	靡	靡			1	1	去	去	ミ	ミ	无[去]彼[平]・免[去]非[去]・〔上欄イ本〕蜜[入]彼[平]				2032	
20-045-01	保延本法華経単字	970	970	无	无	无	无			1	1	〔朱〕去	去							2032	「靡」字反切上字
20-045-01	保延本法華経単字	971	971	彼	彼	彼	彼			1	1	〔朱〕平	平							2032	「靡」字反切下字
20-045-01	保延本法華経単字	972	974	免	免	免	免			1	1	〔朱〕去	去							2032	「靡」字反切上字
20-045-01	保延本法華経単字	973	975	非	非	非	非			1	1	〔朱〕去	去							2032	「靡」字反切下字
20-045-01	保延本法華経単字	974	972	蜜	蜜	蜜	蜜			1	1	〔朱〕入	入							2032	「靡」字反切上字。上欄墨書
20-045-01	保延本法華経単字	975	973	彼	彼	彼	彼			1	1	〔朱〕平	平							2032	「靡」字反切下字。上欄墨書
20-045-01	保延本法華経単字	976	976	周	周	周	周			1	1	去	去	シユ	シユ	者[平]倶[去]				2033	
20-045-01	保延本法華経単字	977	977	者	者	者	者			1	1	〔朱〕平	平							2033	「周」字反切上字
20-045-01	保延本法華経単字	978	978	倶	倶	倶	倶			1	1	〔朱〕去	去							2033	「周」字反切下字
20-045-01	保延本法華経単字	979	979	遍	遍	遍	遍			1	1	平	平	□ン	□ン	方[去]延[平]				2034	仮名注一字目虫損
20-045-01	保延本法華経単字	980	980	方	方	方	方			1	1	〔朱〕去	去							2034	「遍」字反切上字
20-045-01	保延本法華経単字	981	981	延	延	延	延			1	1	〔朱〕平	平							2034	「遍」字反切下字
20-045-01	保延本法華経単字	982	982	下	下	下	下			1	1					後[平濁]世[平]				2111	
20-045-01	保延本法華経単字	983	983	後	後	後	後			1	1	〔朱〕平濁	平濁							2111	「下」字反切上字
20-045-01	保延本法華経単字	984	984	世	世	世	世			1	1	〔朱〕平	平							2111	「下」字反切下字
20-045-01	保延本法華経単字	985	985	至	至	至	至			1	1			シ	シ	之[去]二[平]				2112	
20-045-01	保延本法華経単字	986	986	之	之	之	之			1	1	〔朱〕去	去							2112	「至」字反切上字
20-045-01	保延本法華経単字	987	987	二	二	二	二			1	1	〔朱〕平	平							2112	「至」字反切下字
20-045-01	保延本法華経単字	988	988	鼻	鼻	鼻	鼻			1	1			ヒ	ヒ	復[平濁]至[平]・_[去濁]○				2113	
20-045-01	保延本法華経単字	989	989	復	復	復	復			1	1	〔朱〕平濁	平濁							2113	「鼻」字反切上字
20-045-01	保延本法華経単字	990	990	至	至	至	至			1	1	〔朱〕平	平							2113	「鼻」字反切下字
20-045-01	保延本法華経単字	991	991	_	_	_	_			1	1	〔朱〕去濁	去濁							2113	「鼻」字反切上字
20-045-01	保延本法華経単字	992	992	地	地	地	地			1	1	平	平	チ	チ	土[平濁]四[平]				2114	
20-045-01	保延本法華経単字	993	993	土	土	土	土			1	1	〔朱〕平濁	平濁							2114	「地」字反切上字
20-045-01	保延本法華経単字	994	994	四	四	四	四			1	1	〔朱〕平	平							2114	「地」字反切下字
20-045-01	保延本法華経単字	995	995	獄	獄	獄	獄			1	1	入	入	コク	コク	下[平濁]得[入]				2121	
20-045-01	保延本法華経単字	996	996	下	下	下	下			1	1	〔朱〕平濁	平濁							2121	「獄」字反切上字
20-045-01	保延本法華経単字	997	997	得	得	得	得			1	1	〔朱〕入	入							2121	「獄」字反切下字
20-045-01	保延本法華経単字	998	998	咤	咤	咤	咤			1	1	平	平	タ	タ	多[去]可[平]				2122	
20-045-01	保延本法華経単字	999	999	多	多	多	多			1	1	〔朱〕去	去							2122	「_」字反切上字
20-045-01	保延本法華経単字	1000	1000	可	可	可	可			1	1	〔朱〕平	平							2122	「_」字反切下字
20-045-01	保延本法華経単字	1001	1001	見	見	見	見			1	1	上	上			古[平]仙[平]・○轉[平]				2123	
20-045-01	保延本法華経単字	1002	1002	古	古	古	古			1	1	〔朱〕平	平							2123	「見」字反切上字
20-045-01	保延本法華経単字	1003	1003	仙	仙	仙	仙			1	1	〔朱〕平	平							2123	「見」字反切下字
20-045-01	保延本法華経単字	1004	1004	轉	轉	轉	轉			1	1	〔朱〕平	平							2123	「見」字反切下字
20-045-01	保延本法華経単字	1005	1005	土	土	土	土			1	1	平	平			地[平濁]去[平]				2124	
20-045-01	保延本法華経単字	1006	1006	地	地	地	地			1	1	〔朱〕平濁	平濁							2124	「土」字反切上字
20-045-01	保延本法華経単字	1007	1007	去	去	去	去			1	1	〔朱〕平	平							2124	「土」字反切下字
20-045-01	保延本法華経単字	1008	1008	趣	趣	趣	趣			1	1	平	平	シユ	シユ	者[平]久[平]				2131	
20-045-01	保延本法華経単字	1009	1009	者	者	者	者			1	1	〔朱〕平	平							2131	「趣」字反切上字
20-045-01	保延本法華経単字	1010	1010	久	久	久	久			1	1	〔朱〕平	平							2131	「趣」字反切下字
20-045-01	保延本法華経単字	1011	1011	又	又	又	又			1	1	平	平	ウ	ウ	有[平]救[平]				2132	
20-045-01	保延本法華経単字	1012	1012	有	有	有	有			1	1	〔朱〕平	平							2132	「又」字反切上字
20-045-01	保延本法華経単字	1013	1013	救	救	救	救			1	1	〔朱〕平	平							2132	「又」字反切下字
20-045-01	保延本法華経単字	1014	1014	現	現	現	現			1	1	平	平	ケン	ケン	後[平濁]仙[平]				2133	
20-045-01	保延本法華経単字	1015	1015	後	後	後	後			1	1	〔朱〕平濁	平濁							2133	「現」字反切上字
20-045-01	保延本法華経単字	1016	1016	仙	仙	仙	仙			1	1	〔朱〕平	平							2133	「現」字反切下字
